               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 103,            0.071296,            0.052771,                   0,             0.80116,             0.49904,             0.56288,             0.26759,            0.063893,            0.046148,                   0,           0.0030888,           0.0030888,           0.0030888
                 104,            0.069983,            0.052251,                   0,             0.80517,             0.50186,             0.56634,             0.26833,            0.064006,            0.046111,                   0,           0.0030097,           0.0030097,           0.0030097
                 105,            0.069614,            0.051018,                   0,             0.79993,             0.49934,             0.56252,             0.26876,            0.064001,            0.046316,                   0,           0.0029318,           0.0029318,           0.0029318
                 106,            0.069332,            0.050908,                   0,             0.79919,             0.50312,             0.56598,             0.26778,            0.063991,            0.046128,                   0,            0.002855,            0.002855,            0.002855
                 107,            0.071388,            0.050513,                   0,             0.79784,             0.49896,             0.55857,             0.26776,            0.063847,             0.04591,                   0,           0.0027793,           0.0027793,           0.0027793
                 108,            0.068601,            0.050124,                   0,              0.7956,             0.50134,              0.5587,             0.26463,            0.063898,            0.046336,                   0,           0.0027048,           0.0027048,           0.0027048
                 109,            0.069832,            0.051956,                   0,             0.81601,             0.49484,              0.5642,             0.26738,            0.063884,            0.046139,                   0,           0.0026316,           0.0026316,           0.0026316
                 110,            0.068903,            0.051801,                   0,              0.7972,             0.50326,              0.5665,             0.27066,            0.063735,            0.046249,                   0,           0.0025596,           0.0025596,           0.0025596
                 111,            0.069118,            0.049781,                   0,             0.81742,             0.49898,             0.56681,             0.27069,             0.06367,            0.045997,                   0,           0.0024889,           0.0024889,           0.0024889
                 112,            0.068653,            0.050562,                   0,             0.79932,              0.5004,             0.56343,             0.26701,              0.0642,            0.046177,                   0,           0.0024195,           0.0024195,           0.0024195
                 113,            0.068335,              0.0505,                   0,             0.79463,             0.50566,             0.56616,             0.26948,            0.063822,            0.046229,                   0,           0.0023515,           0.0023515,           0.0023515
                 114,             0.06849,            0.051274,                   0,             0.80026,              0.4999,             0.56362,             0.26993,            0.063785,            0.045799,                   0,           0.0022849,           0.0022849,           0.0022849
                 115,            0.070837,            0.052799,                   0,             0.80638,             0.50179,             0.56646,             0.27112,            0.063654,            0.046162,                   0,           0.0022196,           0.0022196,           0.0022196
                 116,            0.070147,            0.051661,                   0,             0.81856,             0.49545,             0.56676,             0.27106,            0.063609,            0.046135,                   0,           0.0021558,           0.0021558,           0.0021558
                 117,            0.068574,            0.048698,                   0,             0.81871,             0.49982,             0.56521,             0.27032,            0.063658,            0.046217,                   0,           0.0020935,           0.0020935,           0.0020935
                 118,            0.070111,            0.050761,                   0,             0.80142,             0.50225,             0.56834,             0.27137,            0.063757,            0.046011,                   0,           0.0020327,           0.0020327,           0.0020327
                 119,            0.069935,             0.05115,                   0,             0.79645,              0.5084,             0.56883,             0.27261,            0.063532,            0.045981,                   0,           0.0019734,           0.0019734,           0.0019734
                 120,            0.069915,            0.051541,                   0,             0.80348,             0.50692,             0.56954,             0.27255,            0.063542,            0.045851,                   0,           0.0019156,           0.0019156,           0.0019156
                 121,            0.069899,            0.054133,                   0,             0.81475,             0.50451,             0.56976,             0.27343,            0.063368,             0.04605,                   0,           0.0018594,           0.0018594,           0.0018594
                 122,            0.070452,            0.049456,                   0,             0.80399,             0.50516,             0.56664,             0.27132,            0.063477,            0.045878,                   0,           0.0018048,           0.0018048,           0.0018048
                 123,            0.068768,            0.053022,                   0,              0.8072,             0.50437,             0.56779,             0.27342,            0.063337,            0.045778,                   0,           0.0017519,           0.0017519,           0.0017519
